incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0007074,2023,11,Thursday,Autumn,Late Night (2am-6am),Pakistan,Urban,1191,Theft,3.5,1,Female,Under 18,0,0,82.59,Firearm,Under Investigation,Closed - Unsolved,Emergency Call,32.9,1,19,No,No,No,Partial Coverage,No Lighting,3,59.7,No
CRM0007075,2022,11,Wednesday,Winter,Evening (6pm-10pm),Pakistan,,78,Cybercrime,6.7,2,Female,26-35,0,0,925.94,Knife,Under Investigation,Open - Active,Emergency Call,11.5,3,65,No,Yes,Yes,Full Coverage,Poorly Lit,1,56.3,No
CRM0007076,2022,1,Tuesday,Winter,Late Night (2am-6am),India,Remote,18,Robbery,5.2,1,Female,65+,0,0,62.17,Vehicle,Arrested,Closed - Unsolved,Emergency Call,24.4,1,5,No,Unknown,No,No Coverage,,0,58.1,No
CRM0007077,2025,11,Saturday,Spring,Afternoon (12pm-6pm),France,Rural,80,Sexual Assault,2.3,1,Female,36-45,0,0,55.4,Firearm,Under Investigation,Closed - Solved,Community Report,22.6,3,25,No,No,No,Partial Coverage,Poorly Lit,1,75.5,Yes
CRM0007078,2025,3,Tuesday,Autumn,Night (10pm-2am),India,Suburban,577,Assault,5.9,1,Female,26-35,0,0,108.82,,Under Investigation,Open - Cold Case,Online Portal,40.1,8,55,No,Yes,Unknown,Full Coverage,Partially Lit,5,64.9,No
CRM0007079,2023,4,Sunday,Winter,Evening (6pm-10pm),Mexico,Suburban,266,Burglary,6.3,1,Male,46-55,0,0,108.77,,At Large,Open - Cold Case,Online Portal,13.8,3,11,Unknown,No,Yes,Partial Coverage,Well Lit,2,83.3,No
CRM0007080,2023,4,Tuesday,Spring,Late Night (2am-6am),India,Suburban,582,Theft,3.4,1,Male,65+,0,0,7.09,Unknown,Arrested,Closed - Solved,Emergency Call,23.8,2,9,No,No,No,Partial Coverage,Partially Lit,1,77.0,Yes
CRM0007081,2025,8,Thursday,Spring,Late Night (2am-6am),Canada,Suburban,340,Burglary,3.9,1,Female,56-65,0,0,156.64,Blunt Object,Under Investigation,Closed - Solved,Anonymous Tip,45.6,3,48,Yes,No,Yes,Partial Coverage,Partially Lit,1,47.3,Yes
CRM0007082,2023,12,Friday,Summer,Late Night (2am-6am),UK,Suburban,242,Extortion,4.7,2,Unknown,,0,0,1114.39,Unknown,Under Investigation,Closed - Solved,Emergency Call,25.5,2,21,No,No,Unknown,Partial Coverage,Well Lit,3,38.8,Yes
CRM0007083,2025,9,Sunday,Summer,Night (10pm-2am),Australia,Suburban,278,Burglary,7.4,2,Female,46-55,0,0,101.25,,Arrested,Closed - Unsolved,Police Station,5.8,4,12,Yes,Unknown,Yes,Full Coverage,Well Lit,1,55.1,No
CRM0007084,2024,10,Thursday,Autumn,Afternoon (12pm-6pm),South Africa,Urban,1572,Robbery,5.5,1,Male,36-45,0,0,132.3,Blunt Object,At Large,Closed - Solved,Police Station,26.6,2,35,No,Yes,Yes,Partial Coverage,Well Lit,4,33.9,Yes
CRM0007085,2021,10,Thursday,Autumn,Afternoon (12pm-6pm),Pakistan,Suburban,202,Murder,7.1,2,Male,18-25,3,0,2681.72,,Convicted,Closed - Unsolved,Emergency Call,23.2,3,89,Yes,No,Yes,Partial Coverage,Well Lit,3,53.2,No
CRM0007086,2021,12,Thursday,Winter,Evening (6pm-10pm),Mexico,Urban,1468,Assault,8.5,2,Female,56-65,4,0,3350.45,Chemical,Acquitted,Closed - Unsolved,Police Station,14.1,3,116,Yes,No,No,Partial Coverage,Poorly Lit,2,31.9,No
CRM0007087,2022,10,Saturday,Spring,Evening (6pm-10pm),Indonesia,,17,Burglary,7.5,2,Unknown,36-45,3,0,897.5,,Convicted,Open - Cold Case,Police Station,17.2,1,25,No,No,Yes,No Coverage,No Lighting,1,40.1,No
CRM0007088,2025,10,Thursday,Summer,Afternoon (12pm-6pm),Germany,Urban,1151,Sexual Assault,9.5,2,Female,26-35,2,0,1444.45,Blunt Object,At Large,Open - Active,Emergency Call,26.0,4,14,No,No,Unknown,Full Coverage,Well Lit,3,62.5,No
CRM0007089,2024,6,Wednesday,Spring,Evening (6pm-10pm),Egypt,Suburban,211,Theft,7.3,1,Female,46-55,0,0,349.32,Firearm,Convicted,Closed - Solved,Police Station,4.8,5,31,No,,No,Full Coverage,Partially Lit,3,81.0,Yes
CRM0007090,2025,9,Wednesday,Summer,Evening (6pm-10pm),Germany,Rural,137,Theft,3.2,1,Female,65+,0,0,125.18,,Arrested,Closed - Solved,Police Station,14.9,3,34,No,No,Yes,Full Coverage,Partially Lit,2,64.2,Yes
CRM0007091,2021,2,Thursday,Spring,Morning (6am-12pm),Nigeria,Urban,1073,Assault,5.9,2,Male,26-35,4,0,442.58,,Arrested,Closed - Solved,Police Station,34.6,3,87,Yes,No,No,Partial Coverage,Well Lit,5,36.0,Yes
CRM0007092,2024,7,Saturday,Winter,Morning (6am-12pm),Brazil,Suburban,413,Drug Offense,7.7,2,Female,26-35,3,0,512.3,Firearm,At Large,Closed - Solved,Emergency Call,26.2,4,35,No,No,Unknown,Partial Coverage,Partially Lit,0,54.1,Yes
CRM0007093,2025,7,Monday,Spring,Afternoon (12pm-6pm),Australia,Rural,172,Sexual Assault,5.0,2,Male,18-25,2,0,380.92,Unknown,Arrested,Closed - Unsolved,Community Report,18.5,3,27,Yes,No,Yes,Partial Coverage,Partially Lit,3,47.1,No
CRM0007094,2024,4,Wednesday,Summer,Late Night (2am-6am),South Africa,,1054,Kidnapping,3.6,1,Female,26-35,0,0,161.86,,Acquitted,Open - Active,Online Portal,10.7,8,27,No,No,No,Full Coverage,Poorly Lit,4,75.1,No
CRM0007095,2022,10,Saturday,Summer,Morning (6am-12pm),Brazil,Rural,129,Fraud,3.1,1,Female,18-25,0,0,22.93,Firearm,Arrested,Closed - Solved,Emergency Call,24.5,5,8,No,Unknown,No,Full Coverage,Well Lit,5,81.2,Yes
CRM0007096,2023,6,Saturday,Summer,Night (10pm-2am),USA,Urban,796,Vandalism,5.5,2,Female,46-55,2,0,2202.15,Knife,Acquitted,Open - Active,Police Station,33.5,2,55,No,No,No,Partial Coverage,Partially Lit,4,64.5,No
CRM0007097,2021,10,Friday,,Night (10pm-2am),Canada,,4331,Drug Offense,6.2,1,Male,18-25,2,0,319.92,,Unknown,Open - Active,Emergency Call,14.8,6,56,Yes,No,No,Full Coverage,Well Lit,3,69.8,No
CRM0007098,2021,12,Saturday,Spring,Evening (6pm-10pm),USA,Urban,988,Fraud,3.3,1,Male,18-25,0,0,55.12,Knife,At Large,Closed - Unsolved,Police Station,105.0,1,59,Unknown,,No,Partial Coverage,Partially Lit,3,58.3,No
CRM0007099,2023,5,Thursday,Spring,Evening (6pm-10pm),Pakistan,Suburban,405,Robbery,7.0,4,Male,36-45,0,0,2143.34,Firearm,Unknown,Closed - Unsolved,Police Station,18.5,3,161,No,,No,Partial Coverage,Partially Lit,2,39.9,No
CRM0007100,2023,5,Monday,Autumn,Late Night (2am-6am),Pakistan,Rural,61,Cybercrime,7.0,2,Male,65+,2,0,456.59,Knife,Arrested,Pending Trial,Emergency Call,18.8,3,74,Yes,Yes,No,Partial Coverage,Well Lit,2,35.2,Yes
CRM0007101,2023,9,Thursday,Winter,Night (10pm-2am),UK,Urban,897,Cybercrime,8.2,1,Male,Under 18,0,0,174.01,Firearm,Arrested,Closed - Solved,Anonymous Tip,47.1,4,18,No,No,No,Full Coverage,Poorly Lit,1,54.7,Yes
CRM0007102,2023,11,Tuesday,Summer,Afternoon (12pm-6pm),Indonesia,Rural,58,Domestic Violence,8.1,2,Male,46-55,0,0,584.55,,Arrested,Closed - Solved,Emergency Call,32.7,4,31,No,No,No,Partial Coverage,Partially Lit,1,72.3,Yes
CRM0007103,2023,10,Friday,Autumn,Afternoon (12pm-6pm),Pakistan,,389,Vandalism,7.8,1,Male,46-55,2,0,132.18,,Arrested,Closed - Solved,Police Station,12.8,6,7,Unknown,No,No,Full Coverage,Well Lit,2,48.8,Yes
CRM0007104,2022,3,Thursday,Winter,Afternoon (12pm-6pm),Mexico,Urban,2619,Theft,3.6,1,Female,18-25,0,0,11.92,Knife,Acquitted,Open - Active,Emergency Call,35.2,3,8,No,Yes,No,Partial Coverage,Well Lit,2,72.9,No
CRM0007105,2025,12,Monday,Winter,Evening (6pm-10pm),Mexico,Urban,1294,Assault,5.4,1,Female,26-35,0,0,250.1,Blunt Object,At Large,Open - Cold Case,Police Station,29.7,4,51,Yes,No,Unknown,Full Coverage,Partially Lit,3,58.3,No
CRM0007106,2021,11,Thursday,Spring,Evening (6pm-10pm),USA,Urban,3034,Fraud,6.2,5,Male,36-45,3,0,2637.47,Firearm,Under Investigation,Open - Active,Community Report,47.7,1,102,No,No,Yes,No Coverage,Well Lit,4,30.2,No
CRM0007107,2022,2,Saturday,Spring,Afternoon (12pm-6pm),India,Urban,1251,Robbery,7.4,2,Male,36-45,4,0,349.64,Blunt Object,At Large,Open - Cold Case,Emergency Call,62.8,5,19,No,No,Unknown,Partial Coverage,Well Lit,4,49.4,No
CRM0007108,2022,8,Wednesday,Winter,Evening (6pm-10pm),Egypt,Suburban,260,Domestic Violence,8.7,2,Female,26-35,3,0,6780.64,Knife,At Large,Open - Cold Case,Emergency Call,14.0,4,42,No,Unknown,Yes,Full Coverage,Well Lit,3,68.5,No
CRM0007109,2021,10,Friday,Winter,Night (10pm-2am),UK,Rural,103,Domestic Violence,1.6,1,Male,56-65,0,0,47.2,,Convicted,Closed - Solved,Online Portal,6.8,3,5,No,No,No,Full Coverage,No Lighting,1,88.7,Yes
CRM0007110,2024,3,Thursday,Autumn,Evening (6pm-10pm),Egypt,Urban,1476,Robbery,5.8,1,Male,46-55,0,0,3940.45,,At Large,Open - Active,Police Station,105.4,1,36,No,Yes,Unknown,No Coverage,Poorly Lit,4,39.1,No
CRM0007111,2023,12,Wednesday,Winter,Night (10pm-2am),South Africa,Urban,1946,Assault,8.8,3,Female,26-35,4,0,2122.67,Knife,Under Investigation,Closed - Unsolved,Police Station,35.6,3,55,No,Unknown,Unknown,Partial Coverage,Partially Lit,4,57.1,No
CRM0007112,2023,2,Saturday,Spring,Morning (6am-12pm),UK,Rural,116,Vandalism,8.2,4,Male,46-55,1,0,1094.3,,Under Investigation,Open - Active,Emergency Call,75.4,2,126,No,No,Yes,No Coverage,Poorly Lit,3,31.9,No
CRM0007113,2023,7,Wednesday,Spring,Morning (6am-12pm),Pakistan,Rural,52,Burglary,8.9,4,Male,36-45,4,2,8770.39,,Convicted,Closed - Solved,Online Portal,18.7,5,27,Unknown,No,No,Partial Coverage,Poorly Lit,2,35.9,Yes
CRM0007114,2024,5,Saturday,Winter,Evening (6pm-10pm),Egypt,Urban,3515,Burglary,3.5,2,Male,36-45,0,0,266.44,Knife,Unknown,Open - Cold Case,Emergency Call,65.1,2,61,Yes,Yes,Unknown,Partial Coverage,Partially Lit,2,57.1,No
CRM0007115,2024,4,Saturday,Spring,Evening (6pm-10pm),Canada,Suburban,277,Sexual Assault,5.2,1,Female,36-45,1,0,47.1,,Under Investigation,Closed - Unsolved,Police Station,22.1,5,4,No,Yes,No,Partial Coverage,Partially Lit,3,62.4,No
CRM0007116,2022,5,Thursday,Autumn,Night (10pm-2am),UK,Urban,1237,Assault,2.5,1,Female,65+,0,0,39.56,Unknown,Arrested,Closed - Solved,Online Portal,30.6,4,7,No,No,No,Full Coverage,Partially Lit,3,58.4,Yes
CRM0007117,2022,9,Sunday,Spring,Evening (6pm-10pm),India,Urban,3548,Theft,6.4,2,Female,26-35,1,0,13046.13,,At Large,Open - Active,Online Portal,17.8,4,37,Yes,,Yes,Full Coverage,Well Lit,2,60.6,No
CRM0007118,2023,3,Friday,Winter,Afternoon (12pm-6pm),France,Rural,41,Cybercrime,3.5,1,Male,18-25,0,0,15.09,Knife,Arrested,Open - Active,Police Station,16.7,2,5,Unknown,,Yes,Partial Coverage,Partially Lit,0,69.4,No
CRM0007119,2024,10,Tuesday,Summer,Night (10pm-2am),USA,Suburban,436,Vandalism,7.2,4,Male,56-65,4,0,9799.15,Firearm,At Large,Open - Cold Case,Anonymous Tip,14.0,6,124,No,Yes,No,Full Coverage,Well Lit,3,48.2,No
CRM0007120,2022,3,Saturday,Spring,Evening (6pm-10pm),Indonesia,Suburban,296,Assault,6.7,2,Female,46-55,3,0,1609.74,Blunt Object,Convicted,Pending Trial,Police Station,4.4,10,24,No,No,Unknown,Full Coverage,Poorly Lit,2,74.1,Yes
CRM0007121,2023,9,Sunday,Winter,Late Night (2am-6am),Indonesia,Suburban,543,Theft,8.8,3,Female,46-55,4,0,460.65,,Acquitted,Open - Active,Police Station,57.0,3,37,Yes,No,No,Partial Coverage,Poorly Lit,1,26.7,No
CRM0007122,2021,10,Saturday,Summer,Evening (6pm-10pm),India,Urban,1495,Fraud,3.6,1,Male,Under 18,0,0,21.48,Knife,Under Investigation,Open - Active,Police Station,25.9,3,40,No,No,No,Full Coverage,No Lighting,3,74.9,No
CRM0007123,2024,6,Friday,Summer,Evening (6pm-10pm),Australia,Suburban,465,Vandalism,5.8,1,Male,Under 18,0,0,151.59,,At Large,Open - Active,Police Station,27.9,2,6,No,No,No,Partial Coverage,No Lighting,2,70.9,No
CRM0007124,2023,4,Tuesday,Summer,Morning (6am-12pm),USA,Urban,2118,Cybercrime,5.6,1,Male,36-45,4,0,195.45,Vehicle,At Large,Closed - Unsolved,Police Station,21.4,4,11,Yes,No,Unknown,Full Coverage,Well Lit,1,55.2,No
CRM0007125,2022,3,Friday,,Evening (6pm-10pm),South Africa,Remote,33,Domestic Violence,3.3,1,Male,36-45,0,0,92.0,Knife,Arrested,Open - Active,Police Station,37.4,2,8,No,No,Yes,No Coverage,Poorly Lit,2,73.8,No
CRM0007126,2024,11,Sunday,Winter,Night (10pm-2am),USA,Suburban,382,Vandalism,3.8,1,Male,18-25,0,0,153.34,,Convicted,Closed - Solved,Anonymous Tip,22.1,4,45,No,No,No,Full Coverage,Poorly Lit,2,73.2,Yes
CRM0007127,2025,7,Saturday,Spring,Evening (6pm-10pm),UK,,693,Domestic Violence,5.3,2,Female,36-45,0,0,666.24,Unknown,Under Investigation,Open - Active,Emergency Call,29.2,2,58,No,No,No,No Coverage,Well Lit,3,32.2,No
CRM0007128,2022,11,Tuesday,Autumn,Night (10pm-2am),Turkey,Suburban,383,Cybercrime,7.7,4,Female,46-55,4,0,3280.57,,Arrested,Closed - Solved,Emergency Call,35.6,4,84,No,No,No,Partial Coverage,Well Lit,2,46.1,Yes
CRM0007129,2021,10,Saturday,Autumn,Morning (6am-12pm),Canada,,62,Theft,6.2,2,Male,36-45,0,0,71.24,Blunt Object,Under Investigation,Closed - Unsolved,Emergency Call,4.4,5,84,No,No,Yes,Full Coverage,No Lighting,1,75.6,No
CRM0007130,2024,7,Sunday,Winter,Night (10pm-2am),Turkey,Suburban,635,Theft,6.6,1,Female,36-45,0,0,588.27,,Convicted,Open - Active,Police Station,103.4,2,120,Unknown,No,No,No Coverage,,4,41.1,No
CRM0007131,2023,1,Saturday,Autumn,Night (10pm-2am),Brazil,Suburban,356,Burglary,5.5,1,Female,56-65,1,0,18.97,Firearm,Under Investigation,Closed - Unsolved,Online Portal,18.2,2,6,No,Yes,No,Partial Coverage,No Lighting,2,51.2,No
CRM0007132,2022,3,Saturday,,Evening (6pm-10pm),Pakistan,Urban,4194,Assault,4.6,1,Male,46-55,0,0,170.13,Firearm,Arrested,Closed - Solved,Police Station,31.6,3,25,No,No,No,Full Coverage,Well Lit,5,59.8,Yes
CRM0007133,2024,1,Wednesday,Autumn,Night (10pm-2am),UK,Suburban,213,Drug Offense,4.5,2,Female,,0,0,358.58,Firearm,Under Investigation,Closed - Unsolved,Emergency Call,61.5,1,71,No,No,Yes,No Coverage,Poorly Lit,1,34.3,No
CRM0007134,2024,2,Tuesday,Autumn,Evening (6pm-10pm),Egypt,Rural,95,Domestic Violence,6.8,2,Male,36-45,4,0,406.9,,At Large,Open - Cold Case,Emergency Call,52.5,1,21,No,No,No,No Coverage,Poorly Lit,0,23.1,No
CRM0007135,2024,12,Saturday,Spring,Morning (6am-12pm),USA,Suburban,224,Domestic Violence,5.6,1,Female,36-45,0,0,364.47,Firearm,Convicted,Closed - Solved,Police Station,65.7,1,22,No,No,No,No Coverage,No Lighting,3,38.0,Yes
CRM0007136,2025,3,Thursday,Spring,Afternoon (12pm-6pm),Pakistan,Suburban,298,Cybercrime,6.2,2,Male,26-35,3,0,14940.36,,Unknown,Closed - Unsolved,Police Station,34.2,6,168,No,No,No,Partial Coverage,Well Lit,1,47.1,No
CRM0007137,2021,2,Wednesday,Spring,Evening (6pm-10pm),South Africa,,370,Sexual Assault,1.2,1,Male,46-55,0,0,55.98,,Arrested,Closed - Solved,Police Station,21.5,3,23,No,No,No,Full Coverage,Poorly Lit,3,84.9,Yes
CRM0007138,2023,2,Friday,Summer,Evening (6pm-10pm),Mexico,Urban,1669,Assault,7.3,3,Male,26-35,1,0,174.61,Knife,Arrested,Closed - Unsolved,Emergency Call,29.2,3,116,No,No,Yes,Partial Coverage,Well Lit,4,51.0,No
CRM0007139,2021,11,Monday,Spring,Morning (6am-12pm),Egypt,Rural,42,Vandalism,4.8,2,Male,18-25,0,0,41.13,Vehicle,At Large,Closed - Unsolved,Police Station,18.6,4,39,Yes,No,Yes,Partial Coverage,Well Lit,5,73.1,No
CRM0007140,2025,5,Saturday,Spring,Late Night (2am-6am),South Africa,Urban,1121,Robbery,8.2,3,Male,Under 18,0,1,1162.29,Firearm,Convicted,Closed - Solved,Community Report,52.9,8,10,Unknown,No,No,Full Coverage,Well Lit,4,71.4,Yes
CRM0007141,2021,7,Sunday,Autumn,Afternoon (12pm-6pm),Nigeria,,108,Assault,6.1,3,Female,46-55,0,0,737.67,Knife,Under Investigation,Closed - Unsolved,Police Station,40.5,4,75,No,No,Yes,Partial Coverage,Well Lit,2,70.1,No
CRM0007142,2024,7,Saturday,Winter,Night (10pm-2am),USA,Suburban,383,Assault,6.2,2,Female,26-35,4,0,5521.01,,At Large,Pending Trial,Emergency Call,12.0,5,91,Yes,No,No,Full Coverage,Partially Lit,3,46.1,Yes
CRM0007143,2023,9,Wednesday,Autumn,Night (10pm-2am),Pakistan,Rural,54,Fraud,8.6,3,Unknown,46-55,1,0,1486.96,,Arrested,Closed - Solved,Emergency Call,15.9,5,75,Yes,No,Unknown,Full Coverage,Poorly Lit,3,55.3,Yes
CRM0007144,2025,10,Sunday,Winter,Night (10pm-2am),Canada,Urban,2354,Fraud,6.9,1,Male,26-35,0,0,78.35,Knife,Arrested,Open - Cold Case,Emergency Call,50.8,2,16,No,No,Yes,Partial Coverage,Well Lit,4,48.9,No
CRM0007145,2023,12,Saturday,Autumn,Night (10pm-2am),Canada,Rural,113,Cybercrime,6.7,1,Female,26-35,2,0,54.36,Blunt Object,Unknown,Open - Active,Community Report,7.6,4,28,Yes,No,No,Full Coverage,Poorly Lit,3,62.0,No
CRM0007146,2025,5,Tuesday,Spring,Late Night (2am-6am),USA,Remote,30,Robbery,6.4,1,Female,46-55,2,0,1773.22,Firearm,Arrested,Closed - Unsolved,Police Station,12.8,2,120,No,No,No,Full Coverage,Well Lit,0,74.4,No
CRM0007147,2022,7,Friday,Summer,Afternoon (12pm-6pm),South Africa,Rural,58,Drug Offense,6.8,2,Male,56-65,0,0,251.32,,Unknown,Open - Active,Emergency Call,19.9,3,111,No,No,Unknown,Partial Coverage,No Lighting,1,62.7,No
CRM0007148,2024,9,Thursday,Spring,Evening (6pm-10pm),India,Urban,741,Theft,2.3,1,Male,26-35,0,0,11.06,,Convicted,Open - Cold Case,Emergency Call,24.7,2,3,No,Yes,Unknown,Partial Coverage,Well Lit,4,66.5,No
CRM0007149,2025,7,Tuesday,Winter,Evening (6pm-10pm),Canada,Urban,1605,Vandalism,5.5,1,Female,26-35,1,0,1151.44,Unknown,At Large,Closed - Unsolved,Emergency Call,36.2,4,53,Unknown,Unknown,No,Full Coverage,Well Lit,6,69.7,No
CRM0007150,2021,5,Thursday,Winter,Morning (6am-12pm),Pakistan,,75,Cybercrime,5.9,1,Male,18-25,0,0,118.13,Knife,At Large,Open - Active,Emergency Call,66.5,3,69,Yes,No,No,No Coverage,Well Lit,5,57.0,No
CRM0007151,2023,8,Wednesday,Winter,Afternoon (12pm-6pm),Indonesia,Suburban,477,Drug Offense,5.1,1,Male,26-35,0,0,18.97,,Under Investigation,Closed - Unsolved,Emergency Call,29.8,2,2,No,No,Yes,No Coverage,Poorly Lit,3,42.3,No
CRM0007152,2024,2,Saturday,Autumn,Evening (6pm-10pm),France,Urban,2417,Burglary,7.0,1,Female,36-45,0,0,134.01,Unknown,Under Investigation,Open - Cold Case,Police Station,19.2,4,37,No,No,Unknown,Full Coverage,Well Lit,5,56.2,No
CRM0007153,2023,4,Tuesday,,Morning (6am-12pm),Australia,Suburban,459,Cybercrime,3.7,1,Female,26-35,0,0,8.78,Unknown,Arrested,Closed - Solved,Emergency Call,6.1,5,14,No,No,No,Full Coverage,Poorly Lit,1,84.5,Yes
CRM0007154,2024,7,Sunday,Summer,Night (10pm-2am),Nigeria,Suburban,438,Burglary,7.5,5,Male,36-45,2,1,7763.17,Blunt Object,Arrested,Closed - Solved,Emergency Call,16.4,3,172,No,No,Yes,Partial Coverage,Well Lit,1,60.4,Yes
CRM0007155,2023,11,Saturday,Autumn,Evening (6pm-10pm),Germany,,194,Drug Offense,5.7,2,Male,65+,3,0,536.58,Firearm,Convicted,Pending Trial,Police Station,27.8,4,16,No,No,Unknown,Full Coverage,Poorly Lit,2,66.1,Yes
CRM0007156,2025,4,Sunday,Spring,Late Night (2am-6am),Canada,Rural,133,Assault,8.5,2,Male,26-35,4,0,52351.94,Unknown,Arrested,Closed - Unsolved,Emergency Call,88.9,3,1500,Yes,No,No,No Coverage,Poorly Lit,1,52.2,No
CRM0007157,2022,2,Wednesday,Winter,Night (10pm-2am),Pakistan,Suburban,223,Robbery,6.0,1,Male,26-35,0,0,170.4,Firearm,Acquitted,Closed - Unsolved,Emergency Call,83.6,1,14,No,No,No,No Coverage,Poorly Lit,2,45.5,No
CRM0007158,2022,5,Wednesday,Summer,Evening (6pm-10pm),Brazil,Urban,2063,Theft,3.0,1,Male,18-25,0,0,48.96,Firearm,Convicted,Pending Trial,Anonymous Tip,42.6,2,16,No,Unknown,No,Partial Coverage,Partially Lit,2,36.5,Yes
CRM0007159,2022,2,Sunday,Autumn,Afternoon (12pm-6pm),Turkey,Urban,1445,Fraud,8.5,2,Female,26-35,0,0,62.45,Firearm,At Large,Closed - Unsolved,Online Portal,30.3,3,60,Yes,Yes,No,Partial Coverage,Poorly Lit,3,39.4,No
CRM0007160,2023,2,Tuesday,Summer,Evening (6pm-10pm),Australia,Suburban,475,Assault,2.1,1,Female,46-55,0,0,17.39,,Unknown,Open - Active,Emergency Call,10.3,2,36,No,Unknown,No,Partial Coverage,Well Lit,1,89.9,No
CRM0007161,2024,9,Sunday,Autumn,Night (10pm-2am),USA,Urban,4641,Arson,4.6,1,Female,36-45,1,0,577.11,,Arrested,Open - Active,Emergency Call,98.9,4,78,Yes,No,No,Partial Coverage,Poorly Lit,5,25.2,No
CRM0007162,2023,2,Friday,Summer,Evening (6pm-10pm),South Africa,Urban,2873,Fraud,6.5,1,Male,36-45,0,0,77.84,Blunt Object,Unknown,Open - Active,Online Portal,29.5,1,47,Unknown,Unknown,No,Partial Coverage,Well Lit,4,67.0,No
CRM0007163,2022,1,Saturday,,Night (10pm-2am),South Africa,Suburban,200,Robbery,3.4,2,Female,18-25,0,0,82.42,,At Large,Closed - Unsolved,Police Station,21.9,2,84,Yes,,Unknown,Partial Coverage,Poorly Lit,2,57.4,No
CRM0007164,2021,5,Saturday,Spring,Afternoon (12pm-6pm),USA,,56,Robbery,5.6,2,Male,26-35,0,0,1196.24,Firearm,Unknown,Open - Cold Case,Police Station,13.6,4,40,No,No,No,Full Coverage,Partially Lit,2,53.4,No
CRM0007165,2024,7,Wednesday,Winter,Night (10pm-2am),Pakistan,Rural,44,Drug Offense,4.8,1,Male,36-45,2,0,9319.21,,Acquitted,Open - Active,Emergency Call,22.8,5,80,No,No,Unknown,Full Coverage,No Lighting,1,64.9,No
CRM0007166,2023,5,Friday,Autumn,Evening (6pm-10pm),South Africa,Urban,780,Burglary,9.2,1,Female,46-55,3,0,12386.73,Firearm,Acquitted,Closed - Solved,Police Station,21.6,8,105,Yes,No,Yes,Full Coverage,Poorly Lit,4,51.7,Yes
CRM0007167,2023,3,Friday,Spring,Night (10pm-2am),Brazil,Remote,8,Robbery,7.3,4,Male,Under 18,0,0,487.05,Firearm,Acquitted,Open - Active,Police Station,8.0,8,151,No,Unknown,Unknown,Full Coverage,No Lighting,0,84.4,No
CRM0007168,2023,4,Monday,Spring,Morning (6am-12pm),Canada,Suburban,284,Robbery,5.0,1,Male,,0,0,39.85,,Arrested,Open - Cold Case,Online Portal,21.7,2,5,No,No,No,Partial Coverage,,4,68.7,No
CRM0007169,2023,6,Tuesday,Winter,Night (10pm-2am),Egypt,Rural,43,Cybercrime,6.9,3,Female,26-35,4,0,351.51,,Acquitted,Open - Active,Police Station,20.4,4,57,No,No,Yes,Partial Coverage,Poorly Lit,2,44.0,No
CRM0007170,2022,12,Sunday,Spring,Afternoon (12pm-6pm),Egypt,Suburban,275,Arson,3.4,1,Female,18-25,0,0,37.44,Vehicle,At Large,Closed - Unsolved,Online Portal,137.9,1,15,Yes,No,No,No Coverage,Partially Lit,1,47.8,No
CRM0007171,2021,12,Friday,Autumn,Late Night (2am-6am),India,Rural,136,Cybercrime,6.3,2,Female,36-45,1,0,347.11,Unknown,At Large,Open - Cold Case,Emergency Call,87.7,2,9,Yes,No,Yes,No Coverage,Partially Lit,3,42.9,No
CRM0007172,2023,6,Wednesday,Autumn,Afternoon (12pm-6pm),India,Remote,25,Sexual Assault,2.4,1,Male,36-45,0,0,93.6,Knife,Under Investigation,Closed - Unsolved,Emergency Call,9.3,4,9,No,No,No,Full Coverage,No Lighting,2,84.9,No
CRM0007173,2022,1,Monday,Autumn,Night (10pm-2am),Turkey,Rural,130,Theft,3.8,1,Male,46-55,0,0,32.4,Blunt Object,Acquitted,Open - Active,Police Station,15.2,2,8,Unknown,No,Unknown,Full Coverage,Poorly Lit,2,76.3,No
CRM0007174,2023,11,Sunday,Autumn,Evening (6pm-10pm),Mexico,Urban,2855,Drug Offense,6.7,2,Male,26-35,3,2,1471.25,Firearm,Unknown,Closed - Unsolved,Police Station,22.8,4,25,No,No,No,Partial Coverage,Poorly Lit,3,37.2,No
CRM0007175,2022,10,Wednesday,Summer,Morning (6am-12pm),Brazil,Suburban,323,Drug Offense,2.9,1,Female,18-25,0,0,197.97,Unknown,At Large,Open - Active,Online Portal,7.7,2,19,Yes,No,No,Partial Coverage,Partially Lit,3,72.6,No
CRM0007176,2023,10,Thursday,Spring,Afternoon (12pm-6pm),UK,Urban,917,Assault,6.0,1,Female,46-55,0,0,20.81,Firearm,At Large,Open - Cold Case,Police Station,59.5,3,66,No,No,No,No Coverage,Well Lit,2,62.5,No
CRM0007177,2023,4,Friday,Autumn,Morning (6am-12pm),India,Rural,109,Robbery,4.6,1,Female,46-55,0,0,120.7,Chemical,Arrested,Open - Cold Case,Community Report,50.4,1,17,No,No,No,No Coverage,Poorly Lit,3,38.7,No
